student_id,term,week,date,attendance_rate
S2001,Term1,12,2024-03-27,97.46063244591559
S2001,Term2,1,2024-04-03,100.0
S2001,Term2,2,2024-04-10,94.16989959918273
S2001,Term2,3,2024-04-17,94.48418810430746
S2001,Term2,4,2024-04-24,87.03517211673922
S2001,Term2,5,2024-05-01,78.70397463321562
S2001,Term2,6,2024-05-08,94.1343084724181
S2001,Term2,7,2024-05-15,66.92700507517517
S2001,Term2,8,2024-05-22,79.9869385009502
S2001,Term2,9,2024-05-29,63.74731837195381
S2001,Term2,10,2024-06-05,76.556123472219
S2001,Term2,11,2024-06-12,92.70454110272273
S2001,Term2,12,2024-06-19,91.06472051464556
S2001,Term3,1,2024-06-26,85.61096434642567
S2001,Term3,2,2024-07-03,87.04481192874412
S2001,Term3,3,2024-07-10,62.36962458562949
S2001,Term3,4,2024-07-17,80.52925263314901
S2001,Term3,5,2024-07-24,76.82378072277749
S2001,Term3,6,2024-07-31,77.0912837138255
S2001,Term3,7,2024-08-07,92.19494353376504
S2001,Term3,8,2024-08-14,74.67391208193628
S2001,Term3,9,2024-08-21,77.74382979847107
S2001,Term3,10,2024-08-28,59.955169051485804
S2001,Term3,11,2024-09-04,81.47052183548597
S2001,Term3,12,2024-09-11,71.94594942743656
S2002,Term1,1,2024-01-10,85.95043514427573
S2002,Term1,2,2024-01-17,73.58670343909043
S2002,Term1,3,2024-01-24,86.2545069465906
S2002,Term1,4,2024-01-31,83.26377087109188
S2002,Term1,5,2024-02-07,100.0
S2002,Term1,6,2024-02-14,90.96661576543832
S2002,Term1,7,2024-02-21,62.92434552925236
S2002,Term1,8,2024-02-28,69.8213338707675
S2002,Term1,9,2024-03-06,85.662496107908
S2002,Term1,10,2024-03-13,73.84182461928819
S2002,Term1,11,2024-03-20,49.379578837169774
S2002,Term1,12,2024-03-27,100.0
S2002,Term2,1,2024-04-03,93.64268820286489
S2002,Term2,2,2024-04-10,91.25172248190125
S2002,Term2,3,2024-04-17,77.71212345434901
S2002,Term2,4,2024-04-24,90.13212125211916
S2002,Term2,5,2024-05-01,76.54767610934942
S2002,Term2,6,2024-05-08,87.45828760261229
S2002,Term2,7,2024-05-15,73.95300128996227
S2002,Term2,8,2024-05-22,100.0
S2002,Term2,9,2024-05-29,66.15716015101786
S2002,Term2,10,2024-06-05,99.78740595412998
S2002,Term2,11,2024-06-12,85.46698993620797
S2002,Term2,12,2024-06-19,79.12639605589611
S2002,Term3,1,2024-06-26,87.00403506034885
S2002,Term3,2,2024-07-03,93.80017608613817
S2002,Term3,3,2024-07-10,100.0
S2002,Term3,4,2024-07-17,88.75771627760238
S2002,Term3,5,2024-07-24,74.31164697685267
S2002,Term3,6,2024-07-31,85.66756148518947
S2002,Term3,7,2024-08-07,100.0
S2002,Term3,8,2024-08-14,100.0
S2002,Term3,9,2024-08-21,95.9051617374923
S2002,Term3,10,2024-08-28,94.54824424146864
S2002,Term3,11,2024-09-04,93.3934010872785
S2002,Term3,12,2024-09-11,98.90505801411844
S2003,Term1,1,2024-01-10,79.52045457133714
S2003,Term1,2,2024-01-17,68.73896721069993
S2003,Term1,3,2024-01-24,85.82804200884473
S2003,Term1,4,2024-01-31,75.18902095866771
S2003,Term1,5,2024-02-07,72.33975093547379
S2003,Term1,6,2024-02-14,76.35665708094481
S2003,Term1,7,2024-02-21,100.0
S2003,Term1,8,2024-02-28,86.63349560891012
S2003,Term1,9,2024-03-06,89.34289403633186
S2003,Term1,10,2024-03-13,70.33164631594894
S2003,Term1,11,2024-03-20,62.87496449448844
S2003,Term1,12,2024-03-27,75.17136828257433
S2003,Term2,1,2024-04-03,100.0
S2003,Term2,2,2024-04-10,89.01130559291825
S2003,Term2,3,2024-04-17,92.18314109733271
S2003,Term2,4,2024-04-24,93.86279247042474
S2003,Term2,5,2024-05-01,77.90380744242067
S2003,Term2,6,2024-05-08,100.0
S2003,Term2,7,2024-05-15,77.40630880933381
S2003,Term2,8,2024-05-22,100.0
S2003,Term2,9,2024-05-29,90.30762587362409
S2003,Term2,10,2024-06-05,63.531458149044134
S2003,Term2,11,2024-06-12,76.02388616079358
S2003,Term2,12,2024-06-19,63.58073760553474
S2003,Term3,1,2024-06-26,98.9593855935305
S2003,Term3,2,2024-07-03,84.70317495037119
S2003,Term3,3,2024-07-10,58.25989072060264
S2003,Term3,4,2024-07-17,89.5089625806359
S2003,Term3,5,2024-07-24,78.55402885134016
S2003,Term3,6,2024-07-31,67.19432973960012
S2003,Term3,7,2024-08-07,100.0
S2003,Term3,8,2024-08-14,86.28743039315894
S2003,Term3,9,2024-08-21,81.47882317224025
S2003,Term3,10,2024-08-28,80.2069026281678
S2003,Term3,11,2024-09-04,66.84064637010673
S2003,Term3,12,2024-09-11,69.34541320499069
S2004,Term1,1,2024-01-10,100.0
S2004,Term1,2,2024-01-17,79.31340556257138
S2004,Term1,3,2024-01-24,85.26481241124236
S2004,Term1,4,2024-01-31,60.46803428558711
S2004,Term1,5,2024-02-07,69.18289557045394
S2004,Term1,6,2024-02-14,92.31775023849704
S2004,Term1,7,2024-02-21,89.53254112136601
S2004,Term1,8,2024-02-28,100.0
S2004,Term1,9,2024-03-06,100.0
S2004,Term1,10,2024-03-13,82.23146833018212
S2004,Term1,11,2024-03-20,90.67544277655925
S2004,Term1,12,2024-03-27,81.20075868516311
S2004,Term2,1,2024-04-03,100.0
S2004,Term2,2,2024-04-10,98.7881763526288
S2004,Term2,3,2024-04-17,87.03622109029301
S2004,Term2,4,2024-04-24,87.40473741851622
S2004,Term2,5,2024-05-01,100.0
S2004,Term2,6,2024-05-08,91.95493416536617
S2004,Term2,7,2024-05-15,100.0
S2004,Term2,8,2024-05-22,58.676224884893514
S2004,Term2,9,2024-05-29,90.53473913798558
S2004,Term2,10,2024-06-05,78.81478162382338
S2004,Term2,11,2024-06-12,100.0
S2004,Term2,12,2024-06-19,100.0
S2004,Term3,1,2024-06-26,85.39402970921569
S2004,Term3,2,2024-07-03,100.0
S2004,Term3,3,2024-07-10,100.0
S2004,Term3,4,2024-07-17,85.89288006311376
S2004,Term3,5,2024-07-24,100.0
S2004,Term3,6,2024-07-31,84.62390616796333
S2004,Term3,7,2024-08-07,82.4257485959691
S2004,Term3,8,2024-08-14,95.39047106301211
S2004,Term3,9,2024-08-21,80.75451122629224
S2004,Term3,10,2024-08-28,86.02407730953873
S2004,Term3,11,2024-09-04,100.0
S2004,Term3,12,2024-09-11,85.23062622660724
S2005,Term1,1,2024-01-10,64.6597864842963
S2005,Term1,2,2024-01-17,89.40783265419036
S2005,Term1,3,2024-01-24,76.64447705137127
S2005,Term1,4,2024-01-31,95.38325388753455
S2005,Term1,5,2024-02-07,93.35427658991495
S2005,Term1,6,2024-02-14,100.0
S2005,Term1,7,2024-02-21,95.89038760951236
S2005,Term1,8,2024-02-28,98.08293140389678
S2005,Term1,9,2024-03-06,76.97083887834744
S2005,Term1,10,2024-03-13,94.64783795068603
S2005,Term1,11,2024-03-20,100.0
S2005,Term1,12,2024-03-27,76.7362010963588
S2005,Term2,1,2024-04-03,100.0
S2005,Term2,2,2024-04-10,78.40779890558403
S2005,Term2,3,2024-04-17,74.77634505940031
S2005,Term2,4,2024-04-24,88.55440532025806
S2005,Term2,5,2024-05-01,93.59092499354571
S2005,Term2,6,2024-05-08,95.94100148766718
S2005,Term2,7,2024-05-15,73.45885095072158
S2005,Term2,8,2024-05-22,90.21448116705149
S2005,Term2,9,2024-05-29,76.77334514219794
S2005,Term2,10,2024-06-05,67.13293292715308
S2005,Term2,11,2024-06-12,73.85516421360659
S2005,Term2,12,2024-06-19,75.98919560853018
S2005,Term3,1,2024-06-26,91.25914192423008
S2005,Term3,2,2024-07-03,98.82656395682402
S2005,Term3,3,2024-07-10,67.3215204414968
S2005,Term3,4,2024-07-17,89.22353289049667
S2005,Term3,5,2024-07-24,70.87962177074913
S2005,Term3,6,2024-07-31,92.54902490816801
S2005,Term3,7,2024-08-07,77.52723302795502
S2005,Term3,8,2024-08-14,72.38405178372065
S2005,Term3,9,2024-08-21,94.5959741841709
S2005,Term3,10,2024-08-28,77.95692873465886
S2005,Term3,11,2024-09-04,81.20843258376762
S2005,Term3,12,2024-09-11,58.360130949323484
S2006,Term1,1,2024-01-10,96.35861633708168
S2006,Term1,2,2024-01-17,94.85090225402928
S2006,Term1,3,2024-01-24,85.06549413137577
S2006,Term1,4,2024-01-31,66.66902870373089
S2006,Term1,5,2024-02-07,99.51243014001716
S2006,Term1,6,2024-02-14,77.0048393636705
S2006,Term1,7,2024-02-21,79.55975859879294
S2006,Term1,8,2024-02-28,100.0
S2006,Term1,9,2024-03-06,76.55636267068924
S2006,Term1,10,2024-03-13,93.906519549118
S2006,Term1,11,2024-03-20,91.74510714499141
S2006,Term1,12,2024-03-27,89.68206631456103
S2006,Term2,1,2024-04-03,88.38400651065413
S2006,Term2,2,2024-04-10,89.51666274267039
S2006,Term2,3,2024-04-17,88.26328709128649
S2006,Term2,4,2024-04-24,84.37697969468726
S2006,Term2,5,2024-05-01,100.0
S2006,Term2,6,2024-05-08,69.24807327040867
S2006,Term2,7,2024-05-15,97.25749724818452
S2006,Term2,8,2024-05-22,94.86810758425062
S2006,Term2,9,2024-05-29,93.38078945595282
S2006,Term2,10,2024-06-05,98.40375313168154
S2006,Term2,11,2024-06-12,83.88880725677929
S2006,Term2,12,2024-06-19,62.57231109007748
S2006,Term3,1,2024-06-26,84.13248808342617
S2006,Term3,2,2024-07-03,73.10566938850535
S2006,Term3,3,2024-07-10,76.21768948170323
S2006,Term3,4,2024-07-17,70.09096391401106
S2006,Term3,5,2024-07-24,79.27186169867399
S2006,Term3,6,2024-07-31,77.8405156721986
S2006,Term3,7,2024-08-07,56.46916204087477
S2006,Term3,8,2024-08-14,93.40266293538747
S2006,Term3,9,2024-08-21,100.0
S2006,Term3,10,2024-08-28,92.27484632195547
S2006,Term3,11,2024-09-04,82.56491252158926
S2006,Term3,12,2024-09-11,84.34304325188542
S2007,Term1,1,2024-01-10,79.94816958384189
S2007,Term1,2,2024-01-17,86.0804990064035
S2007,Term1,3,2024-01-24,84.55590287112119
S2007,Term1,4,2024-01-31,74.90741883522047
S2007,Term1,5,2024-02-07,100.0
S2007,Term1,6,2024-02-14,67.15414917148274
S2007,Term1,7,2024-02-21,93.61997851833095
S2007,Term1,8,2024-02-28,83.78562847218961
S2007,Term1,9,2024-03-06,100.0
S2007,Term1,10,2024-03-13,89.09037519097866
S2007,Term1,11,2024-03-20,80.68113355380102
S2007,Term1,12,2024-03-27,82.02751361878603
S2007,Term2,1,2024-04-03,85.47888033423713
S2007,Term2,2,2024-04-10,71.28651166004319
S2007,Term2,3,2024-04-17,75.79756569858506
S2007,Term2,4,2024-04-24,63.58067236969771
S2007,Term2,5,2024-05-01,73.92427721951087
S2007,Term2,6,2024-05-08,86.1268777799254
S2007,Term2,7,2024-05-15,88.60210059141426
S2007,Term2,8,2024-05-22,61.24804366004318
S2007,Term2,9,2024-05-29,83.3534595634696
S2007,Term2,10,2024-06-05,91.7609194098656
S2007,Term2,11,2024-06-12,83.04505367948518
S2007,Term2,12,2024-06-19,77.39453625066639
S2007,Term3,1,2024-06-26,80.05406625942143
S2007,Term3,2,2024-07-03,78.51083974027334
S2007,Term3,3,2024-07-10,77.35923329070332
S2007,Term3,4,2024-07-17,87.08588230293817
S2007,Term3,5,2024-07-24,100.0
S2007,Term3,6,2024-07-31,76.0756009971378
S2007,Term3,7,2024-08-07,81.18228840806287
S2007,Term3,8,2024-08-14,84.37962472749722
S2007,Term3,9,2024-08-21,76.75174678770048
S2007,Term3,10,2024-08-28,98.17882964228112
S2007,Term3,11,2024-09-04,56.54937552032274
S2007,Term3,12,2024-09-11,78.6272899554559
S2008,Term1,1,2024-01-10,94.81976483583955
S2008,Term1,2,2024-01-17,81.47086829933639
S2008,Term1,3,2024-01-24,75.1499324937965
S2008,Term1,4,2024-01-31,90.28908105326516
S2008,Term1,5,2024-02-07,95.87611882476583
S2008,Term1,6,2024-02-14,87.5276253425807
S2008,Term1,7,2024-02-21,75.3853556822454
S2008,Term1,8,2024-02-28,90.47443982982092
S2008,Term1,9,2024-03-06,80.17540839670252
S2008,Term1,10,2024-03-13,93.94224258272594
S2008,Term1,11,2024-03-20,100.0
S2008,Term1,12,2024-03-27,53.73307893173761
S2008,Term2,1,2024-04-03,86.33280967834759
S2008,Term2,2,2024-04-10,64.17119275662847
S2008,Term2,3,2024-04-17,100.0
S2008,Term2,4,2024-04-24,79.38250559444572
S2008,Term2,5,2024-05-01,93.95647890190446
S2008,Term2,6,2024-05-08,84.57619768486126
S2008,Term2,7,2024-05-15,75.36298503137128
S2008,Term2,8,2024-05-22,73.93536343387088
S2008,Term2,9,2024-05-29,100.0
S2008,Term2,10,2024-06-05,96.47125672213973
S2008,Term2,11,2024-06-12,100.0
S2008,Term2,12,2024-06-19,85.6654400218924
S2008,Term3,1,2024-06-26,88.455035454952
S2008,Term3,2,2024-07-03,81.79370121213654
S2008,Term3,3,2024-07-10,81.55501356261989
S2008,Term3,4,2024-07-17,72.49735681027158
S2008,Term3,5,2024-07-24,86.00812229109222
S2008,Term3,6,2024-07-31,75.52904086136563
S2008,Term3,7,2024-08-07,90.30290706597043
S2008,Term3,8,2024-08-14,87.04012262776251
S2008,Term3,9,2024-08-21,88.45218452410867
S2008,Term3,10,2024-08-28,100.0
S2008,Term3,11,2024-09-04,84.54738460281291
S2008,Term3,12,2024-09-11,94.08072403424114
S2009,Term1,1,2024-01-10,100.0
S2009,Term1,2,2024-01-17,100.0
S2009,Term1,3,2024-01-24,98.83803638145814
S2009,Term1,4,2024-01-31,81.319741413754
S2009,Term1,5,2024-02-07,87.75571666681356
S2009,Term1,6,2024-02-14,69.18068449564069
S2009,Term1,7,2024-02-21,90.98697281157297
S2009,Term1,8,2024-02-28,88.2935221313661
S2009,Term1,9,2024-03-06,85.28062150187418
S2009,Term1,10,2024-03-13,97.32633745891432
S2009,Term1,11,2024-03-20,70.50670213090724
S2009,Term1,12,2024-03-27,100.0
S2009,Term2,1,2024-04-03,95.8211762552834
S2009,Term2,2,2024-04-10,84.15239224417631
S2009,Term2,3,2024-04-17,83.21524494619128
S2009,Term2,4,2024-04-24,90.76733458298312
S2009,Term2,5,2024-05-01,100.0
S2009,Term2,6,2024-05-08,86.21929262428013
S2009,Term2,7,2024-05-15,86.72837082375071
S2009,Term2,8,2024-05-22,85.21742173151046
S2009,Term2,9,2024-05-29,100.0
S2009,Term2,10,2024-06-05,80.57340276475571
S2009,Term2,11,2024-06-12,84.64590881657115
S2009,Term2,12,2024-06-19,100.0
S2009,Term3,1,2024-06-26,86.76413000335437
S2009,Term3,2,2024-07-03,98.64470632054626
S2009,Term3,3,2024-07-10,74.06463931716449
S2009,Term3,4,2024-07-17,82.53648974045782
S2009,Term3,5,2024-07-24,100.0
S2009,Term3,6,2024-07-31,76.88392341083745
S2009,Term3,7,2024-08-07,83.18441152276351
S2009,Term3,8,2024-08-14,88.08022277069774
S2009,Term3,9,2024-08-21,73.13014578408416
S2009,Term3,10,2024-08-28,80.03427857653723
S2009,Term3,11,2024-09-04,86.35164018190768
S2009,Term3,12,2024-09-11,85.56018080994353
S2010,Term1,1,2024-01-10,100.0
S2010,Term1,2,2024-01-17,100.0
S2010,Term1,3,2024-01-24,74.72698153598907
S2010,Term1,4,2024-01-31,86.33522223000988
S2010,Term1,5,2024-02-07,93.09097970109718
S2010,Term1,6,2024-02-14,100.0
S2010,Term1,7,2024-02-21,93.62188356780555
S2010,Term1,8,2024-02-28,88.49096081910798
S2010,Term1,9,2024-03-06,92.99851038379157
S2010,Term1,10,2024-03-13,93.08522601203512
S2010,Term1,11,2024-03-20,73.86742849258758
S2010,Term1,12,2024-03-27,87.31358551007523
S2010,Term2,1,2024-04-03,100.0
S2010,Term2,2,2024-04-10,82.51171877567194
S2010,Term2,3,2024-04-17,86.55335971056932
S2010,Term2,4,2024-04-24,82.08980260568774
S2010,Term2,5,2024-05-01,57.2336860527175
S2010,Term2,6,2024-05-08,85.24708212681615
S2010,Term2,7,2024-05-15,88.62150316783448
S2010,Term2,8,2024-05-22,78.85007930942918
S2010,Term2,9,2024-05-29,71.14435661338327
S2010,Term2,10,2024-06-05,74.4327224826202
S2010,Term2,11,2024-06-12,94.17025139362677
S2010,Term2,12,2024-06-19,100.0
S2010,Term3,1,2024-06-26,100.0
S2010,Term3,2,2024-07-03,68.86784794203338
S2010,Term3,3,2024-07-10,95.25552772660843
S2010,Term3,4,2024-07-17,77.04205149028851
S2010,Term3,5,2024-07-24,78.01279524989468
S2010,Term3,6,2024-07-31,79.45629282434459
S2010,Term3,7,2024-08-07,93.47280339826517
S2010,Term3,8,2024-08-14,96.51104051738847
S2010,Term3,9,2024-08-21,83.82362714464254
S2010,Term3,10,2024-08-28,84.0271511079037
S2010,Term3,11,2024-09-04,90.57116491882951
S2010,Term3,12,2024-09-11,91.8159344742909
S2011,Term1,1,2024-01-10,99.11470848110235
S2011,Term1,2,2024-01-17,69.58753629388961
S2011,Term1,3,2024-01-24,85.24032807764836
S2011,Term1,4,2024-01-31,72.18370748930587
S2011,Term1,5,2024-02-07,84.38869265123917
S2011,Term1,6,2024-02-14,82.28589654783087
S2011,Term1,7,2024-02-21,84.43900655316757
S2011,Term1,8,2024-02-28,75.40308534267362
S2011,Term1,9,2024-03-06,67.15252248151086
S2011,Term1,10,2024-03-13,59.86674967942116
S2011,Term1,11,2024-03-20,83.42583814882191
S2011,Term1,12,2024-03-27,79.82798673000472
S2011,Term2,1,2024-04-03,76.88874802235408
S2011,Term2,2,2024-04-10,100.0
S2011,Term2,3,2024-04-17,74.68674175845626
S2011,Term2,4,2024-04-24,100.0
S2011,Term2,5,2024-05-01,100.0
S2011,Term2,6,2024-05-08,61.589194398527425
S2011,Term2,7,2024-05-15,86.10857750798763
S2011,Term2,8,2024-05-22,80.20364210996811
S2011,Term2,9,2024-05-29,50.05835266339281
S2011,Term2,10,2024-06-05,67.66430496317903
S2011,Term2,11,2024-06-12,94.2992332853017
S2011,Term2,12,2024-06-19,100.0
S2011,Term3,1,2024-06-26,95.83213771239099
S2011,Term3,2,2024-07-03,88.88358967015573
S2011,Term3,3,2024-07-10,84.74401142042694
S2011,Term3,4,2024-07-17,100.0
S2011,Term3,5,2024-07-24,100.0
S2011,Term3,6,2024-07-31,77.95788784570976
S2011,Term3,7,2024-08-07,61.00016127627651
S2011,Term3,8,2024-08-14,59.82175044074558
S2011,Term3,9,2024-08-21,100.0
S2011,Term3,10,2024-08-28,84.43529751070736
S2011,Term3,11,2024-09-04,87.19890292550463
S2011,Term3,12,2024-09-11,63.512188084519444
S2012,Term1,1,2024-01-10,75.9617330465384
S2012,Term1,2,2024-01-17,81.45423023319061
S2012,Term1,3,2024-01-24,87.49406060036884
S2012,Term1,4,2024-01-31,80.21689553303489
S2012,Term1,5,2024-02-07,72.55208562038389
S2012,Term1,6,2024-02-14,75.58519608876972
S2012,Term1,7,2024-02-21,99.4998794313668
S2012,Term1,8,2024-02-28,87.937415435242
S2012,Term1,9,2024-03-06,92.34588168346662
S2012,Term1,10,2024-03-13,74.21351426947204
S2012,Term1,11,2024-03-20,49.55411817519251
S2012,Term1,12,2024-03-27,78.72274831738605
S2012,Term2,1,2024-04-03,74.60115334689404
S2012,Term2,2,2024-04-10,89.18814722353696
S2012,Term2,3,2024-04-17,100.0
S2012,Term2,4,2024-04-24,93.34199221141907
S2012,Term2,5,2024-05-01,100.0
S2012,Term2,6,2024-05-08,91.82523634407339
S2012,Term2,7,2024-05-15,77.44136514912742
S2012,Term2,8,2024-05-22,89.1749929374506
S2012,Term2,9,2024-05-29,100.0
S2012,Term2,10,2024-06-05,100.0
S2012,Term2,11,2024-06-12,78.09595158348306
S2012,Term2,12,2024-06-19,88.03820434839159
S2012,Term3,1,2024-06-26,67.84879744394625
S2012,Term3,2,2024-07-03,94.89602349629716
S2012,Term3,3,2024-07-10,100.0
S2012,Term3,4,2024-07-17,85.47759344939219
S2012,Term3,5,2024-07-24,76.99139134767846
S2012,Term3,6,2024-07-31,89.32157141533075
S2012,Term3,7,2024-08-07,90.00950837635799
S2012,Term3,8,2024-08-14,85.97372598219545
S2012,Term3,9,2024-08-21,87.14458149203143
S2012,Term3,10,2024-08-28,82.91422179436755
S2012,Term3,11,2024-09-04,96.95145913871687
S2012,Term3,12,2024-09-11,93.83472934198153
S2013,Term1,1,2024-01-10,73.20276223427021
S2013,Term1,2,2024-01-17,72.87291276209686
S2013,Term1,3,2024-01-24,81.94750699568125
S2013,Term1,4,2024-01-31,93.84204548926215
S2013,Term1,5,2024-02-07,86.77668896668978
S2013,Term1,6,2024-02-14,77.28219507852813
S2013,Term1,7,2024-02-21,88.13822316070996
S2013,Term1,8,2024-02-28,81.03027376573273
S2013,Term1,9,2024-03-06,95.56583752268958
S2013,Term1,10,2024-03-13,88.99670122080457
S2013,Term1,11,2024-03-20,81.21666175057427
S2013,Term1,12,2024-03-27,87.77822526455753
S2013,Term2,1,2024-04-03,100.0
S2013,Term2,2,2024-04-10,78.16443908144348
S2013,Term2,3,2024-04-17,89.83188377976593
S2013,Term2,4,2024-04-24,84.15447591440805
S2013,Term2,5,2024-05-01,90.1238042063452
S2013,Term2,6,2024-05-08,77.14522070085124
S2013,Term2,7,2024-05-15,86.3240251979125
S2013,Term2,8,2024-05-22,98.2938793890016
S2013,Term2,9,2024-05-29,73.75591622504672
S2013,Term2,10,2024-06-05,69.04713876009902
S2013,Term2,11,2024-06-12,69.50253322615643
S2013,Term2,12,2024-06-19,70.95204963759772
S2013,Term3,1,2024-06-26,92.14387945471196
S2013,Term3,2,2024-07-03,68.12968376961442
S2013,Term3,3,2024-07-10,81.42525586307764
S2013,Term3,4,2024-07-17,92.4194716397285
S2013,Term3,5,2024-07-24,89.99990872658313
S2013,Term3,6,2024-07-31,80.37329224045018
S2013,Term3,7,2024-08-07,87.29108478106127
S2013,Term3,8,2024-08-14,86.28574395685082
S2013,Term3,9,2024-08-21,82.30910853342176
S2013,Term3,10,2024-08-28,82.46998337614504
S2013,Term3,11,2024-09-04,100.0
S2013,Term3,12,2024-09-11,94.7117308471756
S2014,Term1,1,2024-01-10,100.0
S2014,Term1,2,2024-01-17,79.03644240495399
S2014,Term1,3,2024-01-24,83.98040083734223
S2014,Term1,4,2024-01-31,69.01449081668024
S2014,Term1,5,2024-02-07,75.28519837492513
S2014,Term1,6,2024-02-14,100.0
S2014,Term1,7,2024-02-21,78.73558852189892
S2014,Term1,8,2024-02-28,100.0
S2014,Term1,9,2024-03-06,70.07965287184132
S2014,Term1,10,2024-03-13,72.35837159112067
S2014,Term1,11,2024-03-20,80.90522534771895
S2014,Term1,12,2024-03-27,84.23500093984987
S2014,Term2,1,2024-04-03,96.07704750940155
S2014,Term2,2,2024-04-10,90.4092450062352
S2014,Term2,3,2024-04-17,80.00421691187167
S2014,Term2,4,2024-04-24,83.40021032178272
S2014,Term2,5,2024-05-01,81.1712449625836
S2014,Term2,6,2024-05-08,74.02415517609124
S2014,Term2,7,2024-05-15,74.34444476078053
S2014,Term2,8,2024-05-22,97.33460669720091
S2014,Term2,9,2024-05-29,63.06202086487432
S2014,Term2,10,2024-06-05,100.0
S2014,Term2,11,2024-06-12,80.88406929277322
S2014,Term2,12,2024-06-19,75.72989672329408
S2014,Term3,1,2024-06-26,93.87711148836723
S2014,Term3,2,2024-07-03,100.0
S2014,Term3,3,2024-07-10,98.41158929924748
S2014,Term3,4,2024-07-17,91.0222245923187
S2014,Term3,5,2024-07-24,98.04236187666203
S2014,Term3,6,2024-07-31,64.4020290742736
S2014,Term3,7,2024-08-07,78.73803350214222
S2014,Term3,8,2024-08-14,74.06595927970187
S2014,Term3,9,2024-08-21,99.6956647745821
S2014,Term3,10,2024-08-28,80.39826377291335
S2014,Term3,11,2024-09-04,95.14487868138467
S2014,Term3,12,2024-09-11,91.43028330986365
S2015,Term1,1,2024-01-10,74.65231676603582
S2015,Term1,2,2024-01-17,77.95650148028459
S2015,Term1,3,2024-01-24,100.0
S2015,Term1,4,2024-01-31,75.69420821578704
S2015,Term1,5,2024-02-07,86.49841132234575
S2015,Term1,6,2024-02-14,75.60950456408266
S2015,Term1,7,2024-02-21,81.23257375700967
S2015,Term1,8,2024-02-28,84.44605667236034
S2015,Term1,9,2024-03-06,75.6056018764301
S2015,Term1,10,2024-03-13,73.47463655219342
S2015,Term1,11,2024-03-20,88.4352800413293
S2015,Term1,12,2024-03-27,74.86315109450588
S2015,Term2,1,2024-04-03,75.27210933161592
S2015,Term2,2,2024-04-10,73.73136227557634
S2015,Term2,3,2024-04-17,84.06510344402417
S2015,Term2,4,2024-04-24,96.3244196127981
S2015,Term2,5,2024-05-01,100.0
S2015,Term2,6,2024-05-08,76.28898296807466
S2015,Term2,7,2024-05-15,100.0
S2015,Term2,8,2024-05-22,72.94354167151845
S2015,Term2,9,2024-05-29,98.00258227993444
S2015,Term2,10,2024-06-05,76.33964255181469
S2015,Term2,11,2024-06-12,74.54892076155987
S2015,Term2,12,2024-06-19,76.06292611858734
S2015,Term3,1,2024-06-26,84.37062760421057
S2015,Term3,2,2024-07-03,91.95966605240332
S2015,Term3,3,2024-07-10,93.03841645485787
S2015,Term3,4,2024-07-17,73.67217981582534
S2015,Term3,5,2024-07-24,73.12408854986478
S2015,Term3,6,2024-07-31,74.00033567963743
S2015,Term3,7,2024-08-07,83.66374717137387
